id,member_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_amnt,loan_status
404765,451721.0,15000.0, 36 months, 13.16%,506.56,C,C3,1 year,RENT,50000.0,Verified,small_business,15.36,0.0,0.0,9.0,0.0,11078.0,50.6%,23.0,331.35,Fully Paid
405044,452390.0,9000.0, 36 months, 14.11%,308.06,D,D1,3 years,MORTGAGE,50004.0,Verified,debt_consolidation,8.21,0.0,1.0,7.0,0.0,19696.0,86.8%,14.0,308.06,Charged Off
405046,452385.0,5000.0, 36 months,  9.32%,159.74,A,A4,2 years,RENT,74000.0,Not Verified,credit_card,14.43,0.0,0.0,6.0,0.0,1082.0,32.8%,32.0,181.58,Fully Paid
405031,452356.0,4750.0, 36 months, 13.16%,159.57,C,C3,< 1 year,RENT,16000.0,Not Verified,debt_consolidation,14.55,0.0,0.0,4.0,0.0,8085.0,93.5%,19.0,166.33,Fully Paid
382458,409599.0,9000.0, 36 months, 12.84%,302.57,C,C2,< 1 year,RENT,60000.0,Source Verified,credit_card,19.22,0.0,1.0,17.0,0.0,14309.0,57%,29.0,303.8,Fully Paid
404987,452152.0,6600.0, 36 months,  8.00%,206.82,A,A3,3 years,MORTGAGE,40000.0,Not Verified,debt_consolidation,12.39,0.0,0.0,6.0,0.0,11092.0,39.6%,26.0,221.67,Fully Paid
404976,452267.0,9000.0, 36 months, 11.58%,297.13,B,B3,1 year,RENT,60000.0,Verified,other,15.72,0.0,1.0,10.0,0.0,23.0,0.1%,17.0,4175.9,Fully Paid
404966,452068.0,6400.0, 36 months,  9.32%,204.46,A,A4,10+ years,OWN,40000.0,Not Verified,debt_consolidation,24.0,0.0,0.0,8.0,0.0,30540.0,54.3%,18.0,841.4,Fully Paid
404321,450622.0,7600.0, 36 months, 12.84%,255.5,C,C2,3 years,RENT,45000.0,Not Verified,wedding,0.0,0.0,0.0,4.0,0.0,0.0,0%,5.0,258.29,Charged Off
393476,431517.0,6000.0, 36 months, 12.84%,201.71,C,C2,10+ years,RENT,31500.0,Source Verified,other,5.83,0.0,1.0,3.0,0.0,7699.0,69.4%,10.0,201.71,Charged Off
404944,452084.0,10000.0, 36 months, 11.26%,328.64,B,B2,1 year,MORTGAGE,34000.0,Source Verified,home_improvement,14.93,0.0,1.0,16.0,0.0,9528.0,35.8%,26.0,341.15,Fully Paid
404870,451960.0,3000.0, 36 months, 10.95%,98.15,B,B1,2 years,RENT,30000.0,Not Verified,medical,13.32,0.0,0.0,8.0,0.0,7099.0,36%,11.0,110.91,Fully Paid
404854,451327.0,3600.0, 36 months,  7.68%,112.29,A,A2,< 1 year,MORTGAGE,45000.0,Not Verified,major_purchase,2.0,0.0,2.0,6.0,0.0,3309.0,14.3%,12.0,132.64,Fully Paid
404814,451822.0,10000.0, 36 months,  8.00%,313.37,A,A3,6 years,MORTGAGE,67641.6,Not Verified,home_improvement,6.72,0.0,1.0,7.0,0.0,3022.0,16.4%,24.0,335.27,Fully Paid
404709,451596.0,12400.0, 36 months, 11.26%,407.51,B,B2,< 1 year,RENT,44196.0,Source Verified,debt_consolidation,7.96,0.0,0.0,9.0,0.0,12656.0,71.9%,34.0,425.47,Fully Paid
404663,451507.0,5600.0, 36 months, 11.58%,184.88,B,B3,2 years,RENT,38004.0,Not Verified,credit_card,17.78,0.0,1.0,12.0,0.0,4440.0,87.1%,21.0,1275.33,Fully Paid
404601,451367.0,12000.0, 36 months, 11.58%,396.17,B,B3,6 years,MORTGAGE,95004.0,Not Verified,moving,3.57,0.0,0.0,7.0,0.0,14927.0,39.4%,13.0,404.73,Fully Paid
404575,451324.0,12000.0, 36 months,  9.63%,385.14,A,A5,< 1 year,RENT,123000.0,Source Verified,debt_consolidation,8.52,0.0,1.0,8.0,0.0,14732.0,26%,15.0,6494.23,Fully Paid
404491,451142.0,15000.0, 36 months, 11.58%,495.21,B,B3,7 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,21.06,0.0,3.0,12.0,0.0,44880.0,61%,24.0,4884.84,Fully Paid
404500,450504.0,10000.0, 36 months,  9.32%,319.47,A,A4,6 years,MORTGAGE,40000.0,Not Verified,educational,5.37,0.0,0.0,8.0,0.0,9580.0,31.5%,20.0,364.33,Fully Paid
404492,394328.0,21600.0, 36 months, 11.89%,716.35,B,B4,< 1 year,MORTGAGE,59000.0,Verified,debt_consolidation,6.69,0.0,2.0,13.0,0.0,2357.0,3.4%,21.0,11285.58,Fully Paid
404448,450983.0,5000.0, 36 months, 13.79%,170.38,C,C5,3 years,RENT,55000.0,Verified,other,19.11,0.0,1.0,6.0,0.0,21391.0,87.6%,19.0,4108.7,Fully Paid
404413,450995.0,4000.0, 36 months,  8.00%,125.35,A,A3,< 1 year,MORTGAGE,95000.0,Not Verified,other,5.99,0.0,0.0,5.0,0.0,31270.0,48.1%,15.0,133.51,Fully Paid
404375,450746.0,19200.0, 36 months, 13.79%,654.25,C,C5,1 year,RENT,126500.0,Source Verified,credit_card,11.43,2.0,0.0,16.0,0.0,11043.0,55.8%,32.0,1944.79,Fully Paid
404361,450369.0,2500.0, 36 months, 11.58%,82.54,B,B3,10+ years,MORTGAGE,57000.0,Not Verified,home_improvement,19.87,0.0,3.0,14.0,0.0,17125.0,39.1%,52.0,93.32,Fully Paid
404353,450607.0,11400.0, 36 months, 11.89%,378.07,B,B4,2 years,RENT,65000.0,Source Verified,wedding,16.52,1.0,3.0,11.0,0.0,2324.0,16.4%,18.0,1859.93,Fully Paid
404305,450523.0,10750.0, 36 months, 14.11%,367.97,D,D1,< 1 year,RENT,29950.0,Not Verified,small_business,14.98,0.0,0.0,9.0,0.0,26333.0,77.2%,14.0,2913.65,Fully Paid
404245,450494.0,3000.0, 36 months,  9.63%,96.29,A,A5,< 1 year,MORTGAGE,57000.0,Verified,other,8.21,0.0,1.0,10.0,0.0,2239.0,4.3%,22.0,2579.84,Fully Paid
404152,450342.0,2000.0, 36 months, 15.05%,69.39,D,D4,< 1 year,RENT,15915.0,Not Verified,other,20.51,0.0,0.0,5.0,0.0,4898.0,98%,12.0,77.66,Fully Paid
404148,450338.0,5000.0, 36 months, 14.42%,171.92,D,D2,1 year,MORTGAGE,35000.0,Verified,small_business,3.26,0.0,0.0,9.0,0.0,4685.0,27.6%,10.0,200.12,Fully Paid
399988,443125.0,8500.0, 36 months, 12.21%,283.18,B,B5,< 1 year,RENT,25000.0,Verified,other,18.48,2.0,2.0,20.0,0.0,2284.0,4.7%,27.0,100.0,Charged Off
375149,397042.0,6000.0, 36 months, 14.11%,205.38,D,D1,8 years,MORTGAGE,40000.0,Verified,debt_consolidation,19.67,0.0,1.0,12.0,0.0,5155.0,56.6%,19.0,205.38,Charged Off
403997,450074.0,5500.0, 36 months, 12.53%,184.07,C,C1,10+ years,MORTGAGE,54912.0,Not Verified,debt_consolidation,17.55,0.0,1.0,10.0,0.0,19279.0,59.5%,28.0,194.08,Fully Paid
403955,450011.0,2800.0, 36 months,  9.32%,89.46,A,A4,6 years,RENT,25000.0,Not Verified,moving,23.28,0.0,1.0,5.0,0.0,2426.0,21.3%,8.0,99.91,Fully Paid
403953,433442.0,20800.0, 36 months, 12.21%,692.95,B,B5,10+ years,MORTGAGE,70000.0,Not Verified,credit_card,16.94,0.0,0.0,11.0,0.0,14337.0,46.7%,31.0,700.35,Fully Paid
403941,449996.0,2400.0, 36 months, 16.00%,84.38,E,E2,< 1 year,RENT,4800.0,Source Verified,car,5.0,0.0,0.0,3.0,0.0,299.0,99.7%,5.0,1024.63,Fully Paid
403890,449360.0,5500.0, 36 months, 12.21%,183.24,B,B5,4 years,RENT,34000.0,Not Verified,medical,18.0,0.0,0.0,12.0,0.0,5931.0,31.2%,14.0,15.56,Fully Paid
403896,449598.0,15250.0, 36 months, 11.89%,505.76,B,B4,4 years,MORTGAGE,90000.0,Verified,small_business,9.44,0.0,0.0,9.0,0.0,5137.0,24.2%,13.0,580.76,Charged Off
403892,449916.0,2800.0, 36 months, 10.95%,91.6,B,B1,< 1 year,RENT,24000.0,Not Verified,educational,4.15,0.0,2.0,14.0,0.0,1085.0,4.1%,18.0,103.9,Fully Paid
401530,445659.0,10000.0, 36 months, 10.95%,327.14,B,B1,5 years,RENT,32890.0,Not Verified,debt_consolidation,24.88,0.0,1.0,9.0,0.0,10462.0,33.9%,21.0,367.11,Fully Paid
400900,444668.0,5000.0, 36 months, 12.21%,166.58,B,B5,10+ years,OWN,24000.0,Not Verified,debt_consolidation,14.05,0.0,0.0,7.0,1.0,5122.0,73.2%,12.0,166.58,Charged Off
402203,446729.0,9000.0, 36 months, 11.26%,295.77,B,B2,< 1 year,RENT,23900.0,Not Verified,debt_consolidation,13.76,0.0,0.0,8.0,0.0,6255.0,34.4%,13.0,302.37,Fully Paid
403199,448420.0,16000.0, 36 months, 11.58%,528.22,B,B3,< 1 year,MORTGAGE,93600.0,Source Verified,other,8.64,0.0,0.0,10.0,0.0,67595.0,68.8%,25.0,1057.25,Fully Paid
403548,442721.0,19200.0, 36 months, 11.89%,636.75,B,B4,1 year,RENT,95000.0,Source Verified,wedding,7.58,0.0,0.0,11.0,0.0,14006.0,20.3%,26.0,18.8,Fully Paid
403534,447768.0,20000.0, 36 months, 14.74%,690.74,D,D3,10+ years,MORTGAGE,121178.0,Verified,home_improvement,15.58,1.0,1.0,23.0,0.0,33287.0,44.6%,58.0,708.47,Fully Paid
403526,448974.0,12000.0, 36 months, 11.58%,396.17,B,B3,1 year,RENT,50500.0,Verified,debt_consolidation,17.8,0.0,1.0,9.0,0.0,6908.0,51.9%,19.0,1573.23,Fully Paid
403442,448808.0,5200.0, 36 months, 12.53%,174.03,C,C1,1 year,RENT,25000.0,Not Verified,debt_consolidation,12.34,0.0,1.0,11.0,0.0,7548.0,53.9%,19.0,194.86,Fully Paid
403400,448760.0,3000.0, 36 months,  9.63%,96.29,A,A5,10+ years,MORTGAGE,52000.0,Not Verified,credit_card,12.0,0.0,5.0,7.0,0.0,5689.0,30%,11.0,7.27,Fully Paid
403369,448707.0,8000.0, 36 months, 12.84%,268.95,C,C2,< 1 year,RENT,36000.0,Not Verified,debt_consolidation,8.8,0.0,0.0,6.0,0.0,3756.0,85.4%,8.0,19.73,Fully Paid
391128,426836.0,16750.0, 36 months, 12.53%,560.56,C,C1,3 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,22.45,0.0,1.0,11.0,0.0,11860.0,45.1%,44.0,9718.89,Fully Paid
403285,448561.0,8000.0, 36 months,  9.63%,256.76,A,A5,< 1 year,RENT,70004.0,Not Verified,car,7.56,0.0,1.0,9.0,0.0,9226.0,58%,17.0,19.43,Fully Paid
399868,442915.0,7000.0, 36 months,  9.63%,224.66,A,A5,2 years,MORTGAGE,103089.0,Verified,credit_card,16.33,0.0,1.0,10.0,0.0,28365.0,44.7%,26.0,339.93,Fully Paid
403101,448254.0,18000.0, 36 months, 13.79%,613.36,C,C5,10+ years,RENT,50000.0,Verified,debt_consolidation,12.91,0.0,3.0,8.0,1.0,6072.0,83.2%,14.0,24.2,Fully Paid
403091,448241.0,6000.0, 36 months, 12.21%,199.89,B,B5,5 years,MORTGAGE,49580.0,Not Verified,credit_card,23.11,0.0,1.0,17.0,0.0,22811.0,59.9%,28.0,199.89,Charged Off
403018,448106.0,3600.0, 36 months,  7.68%,112.29,A,A2,3 years,MORTGAGE,60000.0,Source Verified,home_improvement,0.5,0.0,2.0,9.0,0.0,2599.0,9.9%,19.0,131.97,Fully Paid
402979,448033.0,25000.0, 36 months, 11.58%,825.34,B,B3,3 years,MORTGAGE,105000.0,Verified,home_improvement,13.36,0.0,2.0,8.0,0.0,16101.0,36.9%,26.0,833.54,Fully Paid
402988,448061.0,14400.0, 36 months, 12.84%,484.1,C,C2,9 years,RENT,60996.0,Source Verified,debt_consolidation,10.21,0.0,0.0,10.0,0.0,4057.0,28.4%,32.0,487.6,Fully Paid
402728,447614.0,12250.0, 36 months, 11.26%,402.58,B,B2,< 1 year,RENT,27996.0,Not Verified,car,14.7,0.0,0.0,7.0,0.0,7120.0,31.9%,9.0,405.91,Fully Paid
402873,447854.0,4500.0, 36 months, 12.21%,149.92,B,B5,< 1 year,RENT,18000.0,Not Verified,major_purchase,9.27,0.0,1.0,3.0,0.0,2143.0,85.7%,7.0,160.98,Fully Paid
402839,447789.0,8000.0, 36 months, 11.26%,262.91,B,B2,1 year,OWN,24996.0,Verified,medical,0.34,0.0,1.0,13.0,0.0,350.0,1.7%,15.0,262.91,Charged Off
402826,447742.0,15000.0, 36 months, 10.95%,490.71,B,B1,2 years,MORTGAGE,65000.0,Verified,home_improvement,5.7,0.0,0.0,9.0,0.0,2471.0,15.1%,18.0,3373.06,Fully Paid
402807,447714.0,11200.0, 36 months, 12.21%,373.13,B,B5,< 1 year,RENT,33500.0,Source Verified,debt_consolidation,5.55,0.0,1.0,6.0,0.0,14499.0,33.4%,11.0,7697.17,Fully Paid
402800,447717.0,8500.0, 36 months, 13.47%,288.35,C,C4,2 years,MORTGAGE,125000.0,Verified,credit_card,14.86,0.0,0.0,11.0,0.0,27648.0,95.5%,63.0,994.23,Fully Paid
402765,447665.0,14400.0, 36 months, 15.37%,501.79,D,D5,8 years,OWN,44700.0,Verified,other,12.59,0.0,0.0,3.0,0.0,19887.0,99.4%,11.0,512.31,Fully Paid
402690,362218.0,5000.0, 36 months,  8.00%,156.69,A,A3,3 years,MORTGAGE,119000.0,Source Verified,credit_card,15.76,0.0,3.0,8.0,0.0,54960.0,24.4%,49.0,4659.61,Fully Paid
393310,431051.0,6600.0, 36 months, 13.47%,223.89,C,C4,8 years,OWN,38000.0,Not Verified,home_improvement,11.34,0.0,2.0,18.0,0.0,2415.0,14.3%,24.0,1820.27,Fully Paid
402600,447389.0,1600.0, 36 months, 12.84%,53.79,C,C2,9 years,OWN,38600.0,Verified,home_improvement,2.46,0.0,1.0,4.0,0.0,2076.0,83%,16.0,639.21,Fully Paid
400254,443553.0,3000.0, 36 months,  9.32%,95.85,A,A4,< 1 year,RENT,32004.0,Not Verified,other,2.92,0.0,1.0,5.0,0.0,1836.0,27%,5.0,14.57,Fully Paid
402219,446763.0,8000.0, 36 months, 10.95%,261.71,B,B1,< 1 year,RENT,23148.0,Not Verified,other,14.46,0.0,1.0,11.0,0.0,7251.0,25.6%,14.0,20.0,Charged Off
402555,447322.0,10000.0, 36 months, 12.84%,336.18,C,C2,1 year,RENT,62004.0,Not Verified,debt_consolidation,19.49,0.0,2.0,9.0,0.0,10890.0,57%,20.0,337.5,Fully Paid
401775,446077.0,8500.0, 36 months,  7.68%,265.13,A,A2,1 year,MORTGAGE,28500.0,Not Verified,car,2.23,0.0,0.0,10.0,0.0,2204.0,19.2%,10.0,305.38,Fully Paid
402568,447348.0,25000.0, 36 months, 14.11%,855.73,D,D1,9 years,MORTGAGE,175000.0,Verified,small_business,17.75,0.0,2.0,21.0,0.0,76237.0,44.5%,59.0,1000.03,Charged Off
402561,447338.0,18000.0, 36 months, 11.26%,591.54,B,B2,10+ years,MORTGAGE,120000.0,Not Verified,debt_consolidation,5.99,0.0,4.0,8.0,0.0,15371.0,41.7%,25.0,591.54,Charged Off
402483,447216.0,3000.0, 36 months, 11.89%,99.5,B,B4,2 years,RENT,60000.0,Source Verified,educational,12.06,1.0,1.0,6.0,0.0,7482.0,59.9%,23.0,598.24,Fully Paid
402131,446618.0,8500.0, 36 months, 15.37%,296.2,D,D5,9 years,RENT,29520.0,Not Verified,debt_consolidation,20.65,0.0,1.0,8.0,1.0,11987.0,98.3%,12.0,304.77,Fully Paid
402547,447310.0,20000.0, 36 months, 12.21%,666.3,B,B5,5 years,MORTGAGE,70000.0,Verified,small_business,18.46,0.0,0.0,22.0,0.0,5801.0,11.8%,46.0,672.68,Fully Paid
402478,446580.0,6800.0, 36 months, 13.16%,229.64,C,C3,6 years,MORTGAGE,119500.0,Not Verified,home_improvement,3.07,0.0,1.0,4.0,1.0,4820.0,67.9%,10.0,692.91,Fully Paid
401719,445972.0,5000.0, 36 months, 12.53%,167.34,C,C1,1 year,MORTGAGE,62496.0,Source Verified,wedding,8.95,0.0,1.0,8.0,0.0,3730.0,66.6%,20.0,987.57,Fully Paid
401614,445797.0,13000.0, 36 months, 12.53%,435.07,C,C1,9 years,RENT,84000.0,Source Verified,debt_consolidation,17.0,0.0,1.0,6.0,0.0,14750.0,66.1%,17.0,6.91,Fully Paid
402318,446914.0,3200.0, 36 months, 12.21%,106.61,B,B5,8 years,RENT,15000.0,Not Verified,car,16.88,0.0,3.0,14.0,0.0,6115.0,43.1%,19.0,106.61,Charged Off
402079,446527.0,8400.0, 36 months, 12.53%,281.12,C,C1,3 years,RENT,48000.0,Not Verified,debt_consolidation,17.95,0.0,1.0,16.0,0.0,12964.0,72.4%,27.0,290.59,Fully Paid
401374,445374.0,18500.0, 36 months, 11.26%,607.98,B,B2,2 years,RENT,74196.0,Verified,debt_consolidation,8.73,0.0,0.0,6.0,0.0,19892.0,17.3%,23.0,622.92,Fully Paid
402067,446495.0,12500.0, 36 months, 11.26%,410.8,B,B2,8 years,RENT,52000.0,Not Verified,credit_card,12.21,0.0,2.0,6.0,0.0,12568.0,57.7%,18.0,10490.48,Fully Paid
402045,446437.0,3250.0, 36 months,  9.63%,104.31,A,A5,< 1 year,RENT,8000.0,Not Verified,debt_consolidation,13.8,0.0,2.0,6.0,0.0,5136.0,34.9%,9.0,41.68,Charged Off
402034,446463.0,10400.0, 36 months,  9.32%,332.25,A,A4,10+ years,MORTGAGE,85000.0,Verified,medical,5.41,2.0,0.0,14.0,0.0,21244.0,24.7%,31.0,5040.31,Fully Paid
402012,446434.0,14000.0, 36 months, 11.26%,460.09,B,B2,9 years,RENT,52392.0,Not Verified,other,18.16,0.0,0.0,7.0,0.0,17558.0,52.7%,21.0,4922.48,Fully Paid
400910,444693.0,1500.0, 36 months, 10.95%,49.08,B,B1,10+ years,MORTGAGE,96996.0,Verified,other,7.56,0.0,0.0,8.0,0.0,9906.0,46.1%,38.0,57.13,Fully Paid
401867,446226.0,8000.0, 36 months, 12.21%,266.52,B,B5,10+ years,MORTGAGE,58560.0,Not Verified,debt_consolidation,4.94,0.0,3.0,11.0,0.0,8232.0,42.4%,30.0,4186.64,Fully Paid
401856,444365.0,12000.0, 36 months, 11.58%,396.17,B,B3,1 year,RENT,40000.0,Not Verified,small_business,11.07,1.0,0.0,7.0,0.0,17495.0,60.3%,22.0,401.84,Fully Paid
388719,422366.0,3000.0, 36 months, 13.47%,101.77,C,C4,3 years,RENT,66000.0,Not Verified,debt_consolidation,14.6,0.0,1.0,8.0,0.0,15093.0,95.5%,29.0,101.77,Charged Off
401829,446154.0,15000.0, 36 months,  9.63%,481.42,A,A5,< 1 year,RENT,140000.0,Verified,small_business,10.13,0.0,1.0,15.0,0.0,3991.0,9.5%,37.0,481.42,Charged Off
401326,443322.0,6000.0, 36 months,  8.00%,188.02,A,A3,2 years,MORTGAGE,55000.0,Not Verified,vacation,13.11,0.0,0.0,10.0,0.0,66430.0,3.2%,30.0,201.54,Fully Paid
401657,445871.0,7000.0, 36 months, 12.84%,235.33,C,C2,3 years,RENT,39996.0,Source Verified,major_purchase,8.52,0.0,1.0,7.0,0.0,311.0,6.8%,7.0,239.94,Fully Paid
401678,445894.0,12500.0, 36 months, 11.89%,414.55,B,B4,10+ years,MORTGAGE,72000.0,Verified,credit_card,0.25,0.0,2.0,9.0,0.0,193.0,0.5%,16.0,11739.23,Fully Paid
401317,445279.0,12000.0, 36 months,  9.63%,385.14,A,A5,3 years,MORTGAGE,72800.0,Not Verified,medical,9.26,0.0,0.0,10.0,0.0,4087.0,23.4%,28.0,385.14,Charged Off
401630,445834.0,1200.0, 36 months,  9.63%,38.52,A,A5,2 years,MORTGAGE,57000.0,Verified,debt_consolidation,16.67,0.0,3.0,9.0,0.0,1203.0,14.9%,13.0,38.52,Charged Off
401608,445767.0,5000.0, 36 months, 11.89%,165.82,B,B4,3 years,RENT,48000.0,Verified,house,10.25,0.0,3.0,5.0,1.0,723.0,30.1%,7.0,196.21,Fully Paid
401439,445532.0,7000.0, 36 months,  8.00%,219.36,A,A3,3 years,MORTGAGE,43958.0,Not Verified,major_purchase,16.27,0.0,0.0,8.0,0.0,14335.0,35.3%,19.0,219.36,Charged Off
381739,410536.0,22400.0, 36 months, 14.11%,766.73,D,D1,6 years,RENT,84996.0,Verified,other,7.78,0.0,0.0,13.0,0.0,18067.0,60.6%,20.0,384.16,Charged Off
395896,435717.0,7000.0, 36 months, 12.21%,233.21,B,B5,< 1 year,RENT,10000.0,Not Verified,educational,0.0,0.0,2.0,6.0,0.0,0.0,0%,12.0,1156.12,Fully Paid
401371,445222.0,7000.0, 36 months, 12.21%,233.21,B,B5,1 year,RENT,15000.0,Not Verified,other,2.4,0.0,0.0,5.0,0.0,3956.0,38.8%,7.0,207.49,Fully Paid
401361,445340.0,7750.0, 36 months, 12.53%,259.37,C,C1,< 1 year,MORTGAGE,45000.0,Verified,home_improvement,11.01,0.0,7.0,10.0,0.0,1786.0,4.3%,40.0,4075.03,Fully Paid
401281,445215.0,13000.0, 36 months, 11.58%,429.18,B,B3,3 years,RENT,58000.0,Verified,debt_consolidation,9.43,0.0,1.0,10.0,0.0,12174.0,59.6%,15.0,7861.95,Fully Paid
401264,445180.0,3600.0, 36 months, 13.16%,121.58,C,C3,< 1 year,RENT,25000.0,Not Verified,major_purchase,9.79,0.0,3.0,11.0,0.0,1898.0,34.5%,12.0,133.97,Fully Paid
401199,442648.0,9000.0, 36 months, 13.47%,305.31,C,C4,8 years,MORTGAGE,34174.0,Not Verified,small_business,9.83,0.0,3.0,3.0,1.0,4475.0,87.7%,10.0,220.04,Fully Paid
401175,445033.0,10000.0, 36 months, 12.53%,334.67,C,C1,1 year,MORTGAGE,58200.0,Verified,credit_card,22.95,0.0,0.0,11.0,0.0,16047.0,78.7%,17.0,347.63,Fully Paid
381680,409737.0,25000.0, 36 months, 14.11%,855.73,D,D1,4 years,RENT,260735.0,Verified,small_business,7.82,0.0,0.0,12.0,0.0,11697.0,33.2%,30.0,880.15,Fully Paid
401137,444965.0,10000.0, 36 months, 12.21%,333.15,B,B5,3 years,RENT,56000.0,Not Verified,debt_consolidation,12.64,0.0,2.0,9.0,1.0,5745.0,35.9%,18.0,84.32,Fully Paid
393313,431054.0,10000.0, 36 months,  8.00%,313.37,A,A3,10+ years,MORTGAGE,87000.0,Not Verified,debt_consolidation,4.9,0.0,3.0,10.0,0.0,33850.0,57.9%,32.0,333.45,Fully Paid
401073,444858.0,9000.0, 36 months, 12.21%,299.84,B,B5,7 years,RENT,35000.0,Verified,house,23.17,0.0,0.0,12.0,1.0,3723.0,39.4%,33.0,299.84,Charged Off
380243,407450.0,6000.0, 36 months,  9.63%,192.57,A,A5,3 years,MORTGAGE,79000.0,Verified,home_improvement,9.92,0.0,4.0,7.0,0.0,1431.0,4.4%,12.0,775.65,Fully Paid
401026,434741.0,15000.0, 36 months, 11.26%,492.95,B,B2,< 1 year,RENT,140000.0,Source Verified,credit_card,13.52,0.0,0.0,10.0,0.0,29790.0,15.6%,31.0,8635.18,Fully Paid
400872,444616.0,20000.0, 36 months, 13.79%,681.51,C,C5,10+ years,MORTGAGE,115000.0,Verified,home_improvement,16.57,0.0,0.0,11.0,0.0,71046.0,51.7%,14.0,693.98,Fully Paid
400532,444042.0,8800.0, 36 months, 11.58%,290.52,B,B3,9 years,MORTGAGE,102300.0,Source Verified,educational,10.71,0.0,1.0,15.0,0.0,52141.0,73.3%,44.0,1155.75,Fully Paid
400775,444464.0,5500.0, 36 months, 12.53%,184.07,C,C1,2 years,RENT,30996.0,Not Verified,debt_consolidation,15.21,0.0,0.0,11.0,0.0,3795.0,32.7%,18.0,565.56,Fully Paid
400818,444489.0,23100.0, 36 months, 14.74%,797.8,D,D3,1 year,MORTGAGE,165000.0,Verified,credit_card,20.67,0.0,0.0,16.0,0.0,80602.0,91.7%,33.0,797.8,Charged Off
400783,444471.0,8500.0, 36 months, 12.21%,283.18,B,B5,2 years,MORTGAGE,55000.0,Verified,small_business,23.26,0.0,0.0,12.0,0.0,6130.0,37.6%,30.0,4345.13,Fully Paid
400773,444459.0,3000.0, 36 months, 11.58%,99.05,B,B3,1 year,RENT,50000.0,Not Verified,moving,3.89,0.0,1.0,4.0,0.0,9.0,0.2%,5.0,359.19,Fully Paid
400749,444413.0,5000.0, 36 months, 10.95%,163.57,B,B1,5 years,MORTGAGE,84996.0,Verified,home_improvement,6.54,0.0,2.0,7.0,0.0,1496.0,17.2%,14.0,181.69,Fully Paid
400761,444428.0,11400.0, 36 months,  9.32%,364.2,A,A4,9 years,MORTGAGE,108000.0,Verified,debt_consolidation,5.48,0.0,1.0,6.0,0.0,22602.0,36.3%,24.0,343.97,Fully Paid
400735,444228.0,1000.0, 36 months, 11.26%,32.87,B,B2,10+ years,RENT,58000.0,Not Verified,car,15.41,0.0,3.0,5.0,0.0,16302.0,71.8%,24.0,710.92,Fully Paid
400693,444330.0,13000.0, 36 months, 10.95%,425.28,B,B1,10+ years,MORTGAGE,51072.0,Not Verified,debt_consolidation,5.69,0.0,0.0,5.0,0.0,13625.0,41.2%,27.0,474.15,Fully Paid
400652,444250.0,2500.0, 36 months,  9.63%,80.24,A,A5,3 years,MORTGAGE,36000.0,Not Verified,home_improvement,22.1,0.0,0.0,8.0,0.0,2307.0,46.1%,16.0,65.42,Fully Paid
400653,444247.0,25000.0, 36 months, 15.37%,871.16,D,D5,10+ years,MORTGAGE,70900.0,Verified,debt_consolidation,17.69,0.0,0.0,8.0,0.0,25700.0,92.2%,26.0,17.4,Fully Paid
400658,444252.0,10000.0, 36 months, 13.16%,337.71,C,C3,10+ years,MORTGAGE,135000.0,Verified,debt_consolidation,9.98,1.0,3.0,17.0,0.0,24810.0,71.3%,54.0,1021.49,Fully Paid
400650,431135.0,7000.0, 36 months, 13.47%,237.46,C,C4,8 years,MORTGAGE,52000.0,Verified,debt_consolidation,9.65,0.0,0.0,7.0,0.0,17349.0,63.3%,27.0,4295.77,Fully Paid
400634,444222.0,7000.0, 36 months,  9.32%,223.63,A,A4,< 1 year,RENT,60000.0,Not Verified,debt_consolidation,8.34,0.0,1.0,6.0,0.0,3337.0,20.2%,22.0,2805.65,Fully Paid
400607,408543.0,3000.0, 36 months,  9.63%,96.29,A,A5,1 year,MORTGAGE,75000.0,Not Verified,credit_card,6.18,0.0,1.0,6.0,0.0,25055.0,78.1%,21.0,9.93,Fully Paid
399481,442237.0,9000.0, 36 months,  8.00%,282.03,A,A3,4 years,MORTGAGE,81804.0,Not Verified,car,8.98,0.0,0.0,12.0,0.0,38216.0,50.4%,30.0,303.61,Fully Paid
400534,444045.0,9000.0, 36 months, 11.58%,297.13,B,B3,7 years,MORTGAGE,43700.0,Not Verified,debt_consolidation,14.03,0.0,3.0,7.0,0.0,7693.0,72.6%,20.0,297.13,Charged Off
400406,443735.0,2000.0, 36 months, 11.26%,65.73,B,B2,2 years,RENT,37000.0,Not Verified,small_business,0.91,0.0,2.0,4.0,0.0,1219.0,10.3%,4.0,1421.42,Fully Paid
400393,443772.0,6000.0, 36 months,  9.63%,192.57,A,A5,1 year,MORTGAGE,75000.0,Not Verified,credit_card,18.67,0.0,1.0,13.0,0.0,7849.0,40.5%,39.0,29.99,Fully Paid
398740,438379.0,5500.0, 36 months,  8.00%,172.35,A,A3,5 years,OWN,60400.0,Not Verified,credit_card,22.45,0.0,0.0,9.0,0.0,14026.0,51.4%,29.0,188.2,Fully Paid
